candidate_id,current_title,years_experience,ai_skill_count,domain_score,skill_score,experience_score,behavioral_score,verification_score,education_score,availability_score,trust_score,final_score
CAND_0030953,Search Engineer,7.8,7,0.5818595943412997,0.6271333333333333,1.0,0.6704,0.8,1.0,0.6666666666666667,1.0,0.7117145449690566
CAND_0037000,Search Engineer,2.7,9,0.4866013766552969,0.7716,1.0,0.6426000000000001,0.8,0.54,1.0,1.0,0.7101404129965891
CAND_0094759,Lead AI Engineer,8.6,9,0.4054249173597267,0.8472,1.0,0.5386,1.0,0.6200000000000001,0.8333333333333334,1.0,0.7099541418745846
CAND_0046064,Senior NLP Engineer,8.9,6,0.4802854816548495,0.6011333333333333,1.0,0.7826000000000002,0.8666666666666667,1.0,1.0,1.0,0.7092956444964549
CAND_0014440,Recommendation Systems Engineer,6.4,9,0.43646546342942105,0.7108,1.0,0.7296,0.9333333333333333,1.0,0.6,1.0,0.7049329723621598
CAND_0080766,Staff Machine Learning Engineer,8.8,7,0.44375510346158203,0.7027333333333334,1.0,0.8000000000000002,0.8666666666666667,1.0,0.5,1.0,0.7004765310384747
CAND_0008978,Junior ML Engineer,6.7,11,0.3425476489646244,0.9012,1.0,0.6454,1.0,0.92,0.16666666666666663,1.0,0.6969376280227206
CAND_0039754,Senior Applied Scientist,16.2,11,0.4515254134240772,0.8735999999999999,1.0,0.8502000000000001,1.0,1.0,1.0,0.88,0.6942123091439565
CAND_0016163,Applied ML Engineer,6.7,9,0.3923234977560731,0.8336666666666667,1.0,0.7150000000000001,1.0,0.92,0.0,1.0,0.6936137159934886
CAND_0058412,Senior Software Engineer (ML),6.6,12,0.4540512461316615,0.6990000000000001,1.0,0.7076,0.8666666666666667,1.0,0.5,1.0,0.6933920405061652
CAND_0007009,Recommendation Systems Engineer,7.9,7,0.42321556548078815,0.6976,1.0,0.7616,0.6666666666666667,0.92,1.0,1.0,0.6901913363109031
CAND_0041669,Recommendation Systems Engineer,8.0,8,0.46010920067653105,0.6701999999999999,1.0,0.8050000000000002,0.7333333333333334,1.0,0.6,1.0,0.6894160935362927
CAND_0037566,Machine Learning Engineer,6.9,8,0.3284205074054124,0.8024,1.0,0.7172000000000001,0.8666666666666667,0.6200000000000001,1.0,1.0,0.6885128188882905
CAND_0082913,Senior Software Engineer (ML),5.5,9,0.3676139049840537,0.7007999999999999,1.0,0.6764,1.0,1.0,0.6666666666666667,1.0,0.6864575048285494
CAND_0008425,Senior NLP Engineer,7.8,8,0.45695162536464917,0.7344666666666667,1.0,0.6864000000000001,0.8666666666666667,1.0,0.19999999999999996,1.0,0.6860088209427282
CAND_0007411,Senior Machine Learning Engineer,8.0,8,0.37674014778848586,0.7514666666666667,1.0,0.48580000000000007,1.0,0.7,1.0,1.0,0.6844687110032125
CAND_0044222,AI Engineer,7.7,7,0.42200331067509234,0.6419333333333332,1.0,0.7386000000000001,0.9333333333333333,1.0,0.6,1.0,0.6842776598691944
CAND_0003791,ML Engineer,6.6,10,0.27673392699170685,0.7845333333333333,1.0,0.8444,0.8,1.0,0.8,1.0,0.6835935114308453
CAND_0037980,Senior Applied Scientist,9.0,8,0.39464491219126463,0.7371333333333334,1.0,0.7466000000000002,0.7333333333333334,1.0,0.6,1.0,0.6806701403240462
CAND_0015967,Senior Software Engineer (ML),5.4,8,0.3895065561970227,0.6117999999999999,1.0,0.6272000000000001,1.0,0.92,1.0,1.0,0.6785219668591068
CAND_0018549,Recommendation Systems Engineer,6.8,7,0.411999824260081,0.6235999999999999,1.0,0.6900000000000001,1.0,1.0,0.6,1.0,0.6784999472780243
CAND_0010541,AI Research Engineer,6.2,11,0.3990959586120821,0.7154666666666667,1.0,0.7346000000000001,0.8,0.92,0.6,1.0,0.6780554542502912
CAND_0077337,Staff Machine Learning Engineer,7.0,7,0.43700429465786617,0.5997999999999999,1.0,0.8011999999999999,0.8666666666666667,1.0,0.6,1.0,0.6778379550640264
CAND_0046525,Senior Machine Learning Engineer,6.1,8,0.390107173047112,0.5982666666666666,1.0,0.8016000000000002,1.0,1.0,0.6,1.0,0.6767588185808003
CAND_0091745,Junior ML Engineer,5.9,9,0.31335433661397716,0.6666,1.0,0.7732000000000001,1.0,0.92,0.8333333333333334,1.0,0.6756429676508597
CAND_0098952,AI Research Engineer,5.5,9,0.38848083424146423,0.5905999999999999,1.0,0.7502000000000001,1.0,0.92,0.8,1.0,0.6752142502724393
CAND_0096801,AI Research Engineer,4.2,12,0.25808006739385936,0.8644,0.8160000000000001,0.6592,1.0,0.84,1.0,1.0,0.6738440202181578
CAND_0070333,AI Research Engineer,4.7,9,0.3955839414234879,0.7580666666666667,0.9339999999999999,0.6808000000000001,0.8,0.92,0.6,1.0,0.672371849093713
CAND_0059795,Senior Software Engineer (ML),5.6,8,0.34293110978067387,0.6671333333333334,1.0,0.7636000000000002,0.9333333333333333,0.84,0.8,1.0,0.6713559996008689
CAND_0045250,Applied ML Engineer,6.6,8,0.35484749657551684,0.7548666666666667,1.0,0.7356,0.6000000000000001,0.84,1.0,1.0,0.6707309156393219
CAND_0008202,Senior Software Engineer (ML),5.7,10,0.36967035728423164,0.7794,1.0,0.5994,0.8,1.0,0.5,1.0,0.6706911071852696
CAND_0060054,AI Engineer,6.4,6,0.475924466663035,0.5369333333333333,1.0,0.7906000000000002,0.6666666666666667,0.92,1.0,1.0,0.6687373399989105
CAND_0070202,Machine Learning Engineer,5.1,8,0.4211751426751886,0.8135333333333333,1.0,0.7008000000000001,0.6000000000000001,1.0,0.16666666666666663,1.0,0.6681492094692233
CAND_0007412,Applied ML Engineer,7.4,6,0.49374253834247855,0.5774666666666666,1.0,0.8186000000000001,0.9333333333333333,1.0,0.0,1.0,0.6676827615027435
CAND_0017590,AI Research Engineer,5.1,10,0.2620061685824055,0.7194666666666667,1.0,0.7842000000000001,0.9333333333333333,0.92,0.8,1.0,0.6662218505747217
CAND_0096142,Applied ML Engineer,5.0,8,0.3811294085876592,0.8102,1.0,0.6906000000000001,0.8,1.0,0.0,1.0,0.6659488225762977
CAND_0091254,AI Research Engineer,5.2,12,0.3728140465999398,0.7993999999999999,1.0,0.6298,0.6000000000000001,1.0,0.6,1.0,0.664674213979982
CAND_0079387,AI Engineer,6.9,4,0.46456024709734844,0.35073333333333334,1.0,0.8644000000000002,1.0,1.0,1.0,1.0,0.6634914074625379
CAND_0055905,Senior Machine Learning Engineer,8.1,5,0.4329534462408269,0.5222666666666667,1.0,0.7294000000000002,0.8,1.0,1.0,1.0,0.6633927005389149
CAND_0065878,Senior Data Scientist,7.8,6,0.49090394473113497,0.5117333333333333,1.0,0.6175999999999999,0.8,0.92,1.0,1.0,0.6629645167526739
CAND_0058688,AI Engineer,6.7,7,0.29572619897168817,0.6231333333333333,1.0,0.8168,0.8666666666666667,1.0,1.0,1.0,0.6628478596915065
CAND_0088385,Computer Vision Engineer,7.0,10,0.36504091702768265,0.7562,1.0,0.621,1.0,0.84,0.19999999999999996,1.0,0.6626622751083048
CAND_0066035,Data Scientist,6.7,10,0.31593072575736536,0.6903333333333334,1.0,0.6236,1.0,0.84,0.8,1.0,0.661722551060543
CAND_0075249,Applied ML Engineer,6.2,5,0.4530094946815247,0.5204,1.0,0.7202000000000001,0.8,1.0,0.8,1.0,0.6580228484044575
CAND_0072660,Machine Learning Engineer,7.1,7,0.40754877783926363,0.6918,1.0,0.7170000000000001,0.4,1.0,1.0,1.0,0.6569146333517791
CAND_0021491,AI Research Engineer,6.1,10,0.33053033575115615,0.7402666666666666,1.0,0.6978000000000001,1.0,0.84,0.19999999999999996,1.0,0.6560057673920134
CAND_0068811,Applied ML Engineer,8.0,6,0.44889345945582393,0.5859333333333333,1.0,0.6188000000000001,0.6666666666666667,0.92,1.0,1.0,0.6556980378367472
CAND_0083307,Search Engineer,7.8,7,0.5092921986740098,0.6149333333333333,1.0,0.718,0.8,0.92,0.0,1.0,0.6543209929355362
CAND_0062247,AI Engineer,7.3,7,0.41868884744215273,0.5598666666666666,1.0,0.7624000000000002,0.6000000000000001,1.0,1.0,1.0,0.6518133208993125
CAND_0018722,Recommendation Systems Engineer,6.6,6,0.46308238663668017,0.5833999999999999,1.0,0.8068000000000002,0.8,0.92,0.19999999999999996,1.0,0.651454715991004
CAND_0047721,Senior Data Scientist,7.0,8,0.3998450538071507,0.6440666666666666,1.0,0.6212,1.0,1.0,0.16666666666666663,1.0,0.6514235161421451
CAND_0015528,Applied ML Engineer,7.4,11,0.3782180082491543,0.8817999999999999,1.0,0.643,1.0,1.0,0.8333333333333334,0.88,0.6510962208444433
CAND_0039383,Applied ML Engineer,7.1,6,0.4643897437417895,0.5525333333333333,1.0,0.81,0.8,1.0,0.19999999999999996,1.0,0.6484502564558703
CAND_0083879,Machine Learning Engineer,7.1,7,0.42074529974233077,0.6219333333333333,1.0,0.6392,0.6666666666666667,0.7,1.0,1.0,0.6472935899226993
CAND_0005311,AI Research Engineer,5.7,7,0.3728140465999397,0.5594666666666667,1.0,0.453,1.0,1.0,1.0,1.0,0.6470108806466487
CAND_0001819,ML Engineer,4.4,11,0.23282387733727555,0.7925333333333333,0.866,0.6882,1.0,1.0,0.6,1.0,0.646700496534516
CAND_0002037,ML Engineer,5.5,10,0.32079245499111747,0.6958,1.0,0.5144000000000001,1.0,1.0,0.5,1.0,0.6466277364973352
CAND_0045141,Data Scientist,5.3,8,0.3273947854498539,0.6224666666666666,1.0,0.6272,0.8666666666666667,0.84,1.0,1.0,0.6452217689682895
CAND_0037160,Data Scientist,6.0,8,0.36401519507212426,0.5710666666666666,1.0,0.8198,0.6000000000000001,1.0,1.0,1.0,0.6439512251883039
CAND_0067201,ML Engineer,6.0,10,0.2587673769672839,0.783,1.0,0.7344,0.8666666666666667,1.0,0.16666666666666663,1.0,0.6418202130901851
CAND_0097176,ML Engineer,5.9,6,0.3736045974871836,0.4135333333333333,1.0,0.8004000000000001,1.0,0.92,1.0,1.0,0.6415047125794884
CAND_0092181,Data Scientist,4.6,11,0.2293118601486813,0.8212666666666666,0.916,0.7292000000000001,0.6666666666666667,1.0,0.8,1.0,0.6410968913779377
CAND_0023458,AI Research Engineer,5.0,11,0.28039442252528035,0.7198,1.0,0.7102,0.8,0.92,0.6,1.0,0.6410883267575842
CAND_0098846,AI Engineer,7.6,6,0.44538144226722975,0.4406666666666666,1.0,0.7480000000000001,0.8,1.0,0.8,1.0,0.6385810993468357
CAND_0013613,Machine Learning Engineer,4.7,9,0.4890258862666886,0.8792,0.916,0.6936,0.8,0.84,0.6,0.88,0.6382356339744059
CAND_0049831,Computer Vision Engineer,5.4,8,0.275521672186011,0.6201333333333333,1.0,0.5936000000000001,1.0,1.0,0.8,1.0,0.6370498349891367
CAND_0005649,Senior Data Scientist,7.4,7,0.48585228146022824,0.6824666666666666,1.0,0.6956000000000001,0.6000000000000001,0.6200000000000001,0.19999999999999996,1.0,0.6369323511047351
CAND_0026716,Computer Vision Engineer,5.6,10,0.37814233663133623,0.7454666666666667,1.0,0.6684000000000001,0.4,1.0,0.6,1.0,0.6366493676560676
CAND_0077956,Computer Vision Engineer,6.4,10,0.3149050038018069,0.6739333333333334,1.0,0.936,0.8,1.0,0.0,1.0,0.6365548344738754
CAND_0068081,Computer Vision Engineer,6.2,11,0.3156540989968756,0.7042666666666667,1.0,0.5962,1.0,0.6200000000000001,0.5,1.0,0.6363828963657294
CAND_0000666,Data Scientist,6.5,10,0.38496881705287006,0.742,1.0,0.4774,0.8,0.54,0.6,1.0,0.6357306451158611
CAND_0004972,ML Engineer,6.0,9,0.29024943059531233,0.6494666666666666,1.0,0.7772000000000001,1.0,1.0,0.16666666666666663,1.0,0.6354948291785937
CAND_0092255,ML Engineer,5.2,7,0.3862405425850159,0.5755333333333332,1.0,0.5886,0.8666666666666667,1.0,0.6,1.0,0.6352821627755048
CAND_0013393,ML Engineer,5.3,10,0.445906387499501,0.6725333333333334,1.0,0.6764,0.5333333333333333,0.6200000000000001,0.6,1.0,0.6338785829165171
CAND_0036184,Recommendation Systems Engineer,6.0,9,0.4071346938393117,0.6928666666666667,1.0,0.7852000000000001,1.0,0.92,1.0,0.88,0.633491825840245
CAND_0091890,AI Research Engineer,4.7,10,0.4041476218829888,0.6825333333333333,0.916,0.5458000000000001,0.7333333333333334,0.92,0.6,1.0,0.6331909532315634
CAND_0061257,Staff Machine Learning Engineer,8.0,5,0.30335085019896585,0.4509333333333333,1.0,0.8546000000000001,0.9333333333333333,1.0,1.0,1.0,0.6325319217263565
CAND_0092278,Senior NLP Engineer,6.8,7,0.45254773419261846,0.6951999999999999,1.0,0.4708000000000001,0.6666666666666667,1.0,0.16666666666666663,1.0,0.6316443202577855
CAND_0027801,NLP Engineer,7.4,6,0.44642319371736655,0.5582666666666666,1.0,0.685,0.9333333333333333,0.92,0.0,1.0,0.63132695811521
CAND_0098454,AI Specialist,6.6,8,0.28809814655739324,0.5245333333333333,1.0,0.9124,1.0,0.84,0.6,1.0,0.6308027773005513
CAND_0004402,AI Research Engineer,6.0,7,0.41902385863726943,0.5343333333333333,1.0,0.7588000000000001,0.8,0.7,0.6,1.0,0.6301704909245143
CAND_0003841,ML Engineer,5.0,10,0.3252435014119349,0.6569333333333334,0.984,0.6692,0.5333333333333333,1.0,1.0,1.0,0.6296597170902472
CAND_0051292,Applied ML Engineer,5.2,7,0.47097604470594756,0.7766,1.0,0.5332000000000001,0.8,0.92,1.0,0.88,0.6289912758023701
CAND_0015097,Senior Software Engineer (ML),6.0,8,0.24559028574581238,0.6274,1.0,0.7342,0.9333333333333333,0.6200000000000001,1.0,1.0,0.6282804190570771
CAND_0080372,Computer Vision Engineer,5.2,7,0.40784143409433177,0.5032,1.0,0.6950000000000001,1.0,1.0,0.19999999999999996,1.0,0.6276524302282994
CAND_0042029,Senior Data Scientist,6.5,9,0.3532211577698691,0.8412666666666666,1.0,0.67,1.0,0.92,0.6666666666666667,0.88,0.6271023856512455
CAND_0095528,Senior Data Scientist,5.3,7,0.3568122477632985,0.5962,1.0,0.7078000000000001,0.6000000000000001,1.0,0.8,1.0,0.6268736743289897
CAND_0043312,AI Research Engineer,4.2,11,0.2921351089782588,0.6840666666666667,0.834,0.686,0.8666666666666667,0.92,0.8333333333333334,1.0,0.6266905326934776
